species,temp_opt_min,Temp_Opt_Max,Rain_Opt_Min,Rain_Opt_Max,Lat_Opt_Min,Lat_Opt_Max,Alt_Opt_Min,Alt_Opt_Max,pH_Opt_Min,pH_Opt_Max,Light_Opt_Min,Light_Opt_Max,Texture_Ops
Nypa fruticans,23,27,2000,2800,-,-,---,---,6.5,7.5,very bright,very bright,"heavy, medium"
Ocimum basilicum,18,27,1000,1600,20,-,---,---,6,7,very bright,very bright,medium
Olea europaea,20,34,400,700,30,25,---,---,6,7,very bright,very bright,"medium, light"
Oryza sativa,20,30,1500,2000,-,-,---,---,5.5,7,very bright,very bright,wide
Pachyrhizus erosus,20,30,1300,1700,10,-,---,---,6.5,8,clear skies,very bright,"medium, light"
Panicum antidotale,18,25,400,700,-,-,---,---,6,7.5,very bright,cloudy skies,"heavy, medium"
Panicum coloratum,17,26,500,1700,13,15,---,---,5.5,6.5,very bright,very bright,"heavy, medium"
Panicum maximum,19,30,1000,1800,18,16,---,---,5,7,light shade,cloudy skies,"medium, organic"
Parkinsonia aculeata,24,32,300,700,-,-,---,---,6.5,7.5,very bright,very bright,light
Paspalum dilatatum,20,30,900,1300,-,-,---,---,5.5,7,clear skies,very bright,"heavy, medium"
Paspalum plicatulum,10,23,1000,2500,-,-,---,---,4.5,5.5,very bright,clear skies,"medium, light"
Paspalum scrobiculatum,25,27,1000,1600,-,-,---,---,4.8,6,very bright,clear skies,medium
Passiflora edulis,20,30,900,2000,5,-,---,---,6,8,cloudy skies,clear skies,"medium, organic"
Passiflora edulis var. flavicarpa,25,32,1600,2000,10,-,---,---,5.5,7.5,very bright,clear skies,"heavy, medium, light"
Passiflora laurifolia,22,30,2000,3000,-,-,---,---,5.5,6.5,very bright,clear skies,"heavy, medium, light"
Passiflora mollissima,15,18,1300,1700,-,-,---,---,6,7,clear skies,cloudy skies,"medium, light"
Passiflora quadrangularis,18,30,1400,1600,-,-,---,---,6.5,7.5,very bright,clear skies,"medium, light"
Pastinaca sativa,15,21,500,800,37,35,---,---,6,6.8,very bright,clear skies,medium
Pennisetum clandestinum,16,26,900,1600,-,-,---,---,5,5.5,very bright,very bright,"heavy, medium"
Pennisetum polystachyon,32,35,1000,2000,-,-,---,---,5,6.5,cloudy skies,very bright,"heavy, medium, light, wide"
Pennisetum purpureum,21,40,1500,2500,-,-,---,---,5,6.5,very bright,cloudy skies,medium
Persea americana,14,40,500,2000,-,-,---,---,5,5.8,very bright,very bright,medium
Petroselinum crispum,11,20,900,1500,-,-,---,---,6,7.5,clear skies,cloudy skies,"medium, organic"
Phaseolus coccineus,12,26,800,1500,-,-,---,---,5.5,7,very bright,very bright,medium
Phaseolus lunatus,16,28,900,1500,-,-,---,---,5.5,7,very bright,clear skies,medium
Phaseolus vulgaris,16,25,500,2000,-,-,---,---,5.5,7.5,very bright,clear skies,"medium, organic"
Phoenix dactylifera,26,45,200,300,10,-,---,---,6.5,8,very bright,very bright,"medium, light"
Phragmites karka,22,30,1000,3000,-,-,---,---,5,6.5,very bright,very bright,heavy
Physalis peruviana,16,25,1500,2300,-,-,---,---,6,7,very bright,cloudy skies,"medium, light"
Pimenta dioica,15,32,1500,2500,12,10,---,---,7,7.5,clear skies,cloudy skies,"heavy, medium, light"
Pinus caribaea,22,34,2000,3000,-,-,---,---,5,5.5,clear skies,very bright,"medium, light"
Pinus merkusii,24,32,1300,2500,11,11,---,---,4.5,5.5,very bright,very bright,"heavy, medium, light"
Pinus michoacana,20,28,1200,1500,16,16,---,---,5.5,6,very bright,very bright,"heavy, medium"
Pinus oocarpa,16,30,1000,1700,13,13,---,---,5.5,6.5,very bright,very bright,"medium, light"
Pinus patula,18,29,1000,2000,15,-,---,---,5.5,6.5,very bright,very bright,"medium, light"
Pinus pseudostrobus,18,26,1100,1500,14,14,---,---,5.5,6.5,very bright,clear skies,"heavy, medium"
Pinus radiata,18,30,650,1200,-,20,---,---,5.5,6.5,very bright,clear skies,"medium, light"
Pinus taeda,20,25,1300,1900,28,28,---,---,4.5,5.5,very bright,very bright,"heavy, medium, light"
Piper betle,22,27,3000,3700,-,-,---,---,5,5.6,cloudy skies,light shade,"heavy, organic"
Piper methysticum,22,35,2200,4000,-,-,---,---,5.5,6.5,light shade,light shade,"heavy, organic"
Piper nigrum,22,35,2500,4000,-,-,---,---,6,7,clear skies,light shade,"heavy, medium"
Pisum sativum,10,24,800,1200,-,-,---,---,5.5,7,very bright,very bright,"heavy, medium, light"
Pogostemon cablin,23,28,2200,2600,5,5,---,---,6,6.5,very bright,clear skies,"medium, organic"
Pongamia pinnata,16,40,500,2000,10,-,---,---,6.5,8.5,clear skies,very bright,
Portulaca oleracea,18,32,1000,2000,-,-,---,---,5.5,7,very bright,very bright,"medium, light"
Prosopis alba,10,20,200,500,10,10,---,---,5,6.5,very bright,very bright,light
Prunus persica,20,33,900,1100,30,30,---,---,5.5,6.3,very bright,very bright,"medium, light"
Psidium cattleianum,22,28,1600,2000,-,-,---,---,5.5,6.5,very bright,cloudy skies,"heavy, medium"
Psidium guajava,20,33,1000,3000,-,-,---,---,5.5,7.5,very bright,clear skies,"medium, organic"
Psophocarpus tetragonolobus,18,30,1000,2500,-,-,---,---,5.5,7,very bright,clear skies,"medium, organic"
Pterocarpus indicus,24,32,2000,3000,-,-,---,---,5.5,6.5,very bright,very bright,"medium, light"
Pueraria lobata,18,28,1200,1400,-,-,---,---,5.5,6.5,very bright,very bright,"heavy, medium"
Pueraria phaseoloides,15,30,1200,3200,-,-,---,---,4.5,6.5,cloudy skies,clear skies,medium
Punica granatum,23,32,900,1200,10,-,---,---,6.5,7.5,very bright,very bright,"heavy, medium"
Pyrus communis,20,35,600,900,35,-,---,---,5.5,6.5,very bright,very bright,"heavy, medium"
Raphanus sativus,12,26,1000,1500,-,-,---,---,6,7,clear skies,clear skies,"medium, light"
Rhizophora mangle,20,30,1500,2500,-,-,---,---,6.7,7.2,very bright,clear skies,heavy
Rhizophora mucronata,20,28,1500,2500,-,-,---,---,6.7,7.2,very bright,clear skies,"heavy, medium"
Rhizophora stylosa,22,34,1500,3000,11,11,---,---,6.7,7.2,very bright,clear skies,heavy
Ricinus communis,20,30,600,1000,-,-,---,---,5,6.5,very bright,very bright,medium
Rubus idaeus ssp. idaeus,17,23,800,1200,44,41,---,---,5.5,6.5,very bright,clear skies,"medium, organic"
Rubus sp.,14,20,1400,1800,-,-,---,---,5.5,6.5,very bright,clear skies,"heavy, medium, light"
Saccharum edule,20,30,1500,3000,-,-,---,---,5,6,very bright,clear skies,"heavy, medium, light"
Saccharum officinarum,24,37,1500,2000,-,-,---,---,5,8,very bright,very bright,
Saccharum robustum,24,30,1400,2500,-,-,---,---,5,6,very bright,very bright,"heavy, medium"
Saccharum spontaneum,25,35,2000,3000,-,-,---,---,5,6,very bright,clear skies,light
Samanea saman,20,35,800,3000,-,-,---,---,5.5,6.5,very bright,very bright,"heavy, medium, light"
Secale cereale,15,20,600,1000,45,-,---,---,5.5,6,very bright,very bright,"heavy, medium, light"
Sechium edule,19,30,800,2000,15,-,---,---,5.5,7,very bright,light shade,"medium, organic"
Sesamum indicum,20,30,500,1000,-,-,---,---,5.5,7.5,very bright,very bright,medium
Sesbania grandiflora,24,34,1000,3000,-,-,---,---,5.5,7.5,very bright,very bright,"heavy, medium, light"
Setaria sphacelata  var. sericea,22,30,1000,1500,7,-,---,---,5.5,6.5,cloudy skies,very bright,"medium, light"
Setaria sphacelata var. splendida,22,30,1500,3000,-,-,---,---,5,6.5,clear skies,very bright,"heavy, medium, light, wide"
Solanum americanum,20,35,500,1200,20,-,---,---,-,-,clear skies,very bright,organic
Solanum melongena,20,35,1200,1600,-,-,---,---,5.5,6.8,very bright,very bright,"medium, organic"
Solanum nigrum,21,28,1000,1600,10,-,---,---,6.5,7.5,very bright,clear skies,"heavy, medium, light, wide, organic"
Solanum quitoense,15,25,1500,3000,-,-,---,---,6.5,7,clear skies,cloudy skies,"heavy, medium, light, organic"
Solanum torvum,17,29,1000,2000,5,-,---,---,5,6,cloudy skies,light shade,"heavy, medium, light"
Solanum tuberosum,15,25,500,800,-,-,---,---,5,6.2,very bright,very bright,"medium, organic"
Sonneratia caseolaris,20,30,1500,2500,-,-,---,---,6.7,7.3,very bright,clear skies,heavy
Sorghum bicolor var. sweet,27,35,500,1000,-,-,---,---,6,7,very bright,very bright,"heavy, medium"
Sorghum halepense,24,32,500,750,30,-,---,---,6,6.8,very bright,very bright,"medium, light"
Sorghum X almum,19,26,500,800,25,25,---,---,5.5,7,very bright,very bright,"heavy, medium"
Spathodea campanulata,27,30,1300,2000,-,-,---,---,5,7.5,very bright,very bright,medium
Spinacia oleracea,13,20,800,1200,-,-,---,---,6,7.5,very bright,clear skies,"medium, light"
Spondias cytherea,22,27,900,1800,-,-,---,---,5.5,6.5,very bright,very bright,"medium, light"
Spondias mombin,21,27,1000,2000,-,-,---,---,5.5,6.5,very bright,very bright,"heavy, medium"
Stenotaphrum secundatum,18,30,800,2000,8,-,---,---,6,7.5,cloudy skies,light shade,"heavy, medium, light, organic"
Stylosanthes hamata,22,28,700,900,10,-,---,---,5.5,7,very bright,clear skies,"medium, light"
Stylosanthes viscosa,22,30,1000,1750,-,-,---,---,4.5,6.5,clear skies,very bright,"medium, light"
Swietenia macrophylla,20,30,2000,4000,-,-,---,---,6.5,7.5,very bright,cloudy skies,"heavy, medium"
Swietenia mahogani,24,32,1000,2000,15,15,---,---,6,7,very bright,clear skies,"medium, light"
Tabebuia rosea,22,30,1500,2000,-,-,---,---,5.5,7,very bright,very bright,medium
Tamarindus indica,20,35,800,3000,-,-,---,---,5.5,6.5,very bright,clear skies,"medium, light"
Tecoma stans,15,25,500,700,-,-,---,---,6,8.5,very bright,very bright,"heavy, medium"
Tectona grandis,22,32,1200,3000,10,10,---,---,6,7.5,very bright,very bright,medium
Tephrosia candida,20,30,1400,1800,-,-,---,---,4.5,6.5,very bright,cloudy skies,light
Tephrosia vogelii,20,28,1300,1500,-,-,---,---,5,6.5,very bright,clear skies,light
Terminalia brassii,28,34,3000,4000,4,4,---,---,4.5,5.5,very bright,clear skies,"heavy, medium"
Terminalia calamansanai,28,34,3000,4000,-,-,---,---,5.5,6.5,very bright,clear skies,"heavy, medium"
Terminalia catappa,21,32,1500,3400,-,-,---,---,5,7,very bright,cloudy skies,light
Terminalia superba,22,30,1200,1800,-,-,---,---,6.5,7.5,very bright,very bright,medium
Themeda australis,15,25,450,1250,-,-,---,---,6.5,7,very bright,cloudy skies,"heavy, medium, light"
Themeda triandra,22,28,500,1100,-,-,---,---,6.5,7,very bright,cloudy skies,"heavy, medium, light"
Theobroma cacao,21,32,1200,3000,-,-,---,---,5,6.5,clear skies,light shade,"heavy, organic"
Thespesia populnea,20,30,1000,3000,-,-,---,---,6.5,8,clear skies,very bright,light
Tithonia diversifolia,15,31,1000,2000,-,-,---,---,-,-,,,
Toona australis,18,28,1200,3000,13,13,---,---,5.5,6.5,very bright,clear skies,"medium, light"
Trema orientalis,15,27,1500,3000,5,5,---,---,5.5,6.5,very bright,clear skies,"heavy, medium, light, wide, organic"
Mentha piperita,15,25,1000,2200,40,-,---,---,5.5,6.5,very bright,clear skies,"medium, organic"
Trichosanthes cucumerina,22,35,2000,2500,-,-,---,---,6.5,7,very bright,cloudy skies,"heavy, medium, light"
Trifolium pratense,18,25,700,1200,34,30,---,---,6,7.5,very bright,clear skies,"medium, organic"
Trifolium repens,14,22,700,1200,35,30,---,---,5.5,7,very bright,cloudy skies,"heavy, medium"
Trifolium semipilosum,16,27,600,1500,-,-,---,---,5,6.5,cloudy skies,clear skies,"heavy, medium, light"
Trifolium usambarense,15,28,1000,1500,-,-,---,---,4.5,6.5,clear skies,very bright,"heavy, medium, light, wide"
Triticum aestivum,15,23,750,900,30,-,---,---,6,7,very bright,very bright,"medium, organic"
Ullucus tuberosus,12,20,1100,1400,-,-,---,---,5.5,6.5,very bright,very bright,medium
Urena lobata,21,27,700,1200,-,-,---,---,5.5,6.5,very bright,very bright,"medium, organic"
Vanilla planifolia,21,30,2000,2500,-,-,---,---,5.5,7,light shade,light shade,"medium, organic"
Vetiveria zizanioides,22,35,500,2500,5,-,---,---,4.5,8,clear skies,very bright,"medium, light"
Vicia faba,18,28,650,1000,30,-,---,---,6,7,very bright,clear skies,"medium, organic"
Vigna angularis,15,30,900,1300,40,35,---,---,5.5,6.5,very bright,very bright,"heavy, medium"
Vigna mungo,22,35,650,900,-,-,---,---,5.5,6.5,very bright,very bright,"heavy, medium"
Vigna radiata,21,36,650,900,-,-,---,---,5.5,6.2,very bright,very bright,"medium, organic"
Vigna umbellata,18,30,700,1500,-,-,---,---,6,7.5,very bright,very bright,medium
Vigna unguiculata,25,35,500,1500,-,-,---,---,5.5,7.5,clear skies,very bright,"medium, light"
Vitis vinifera,18,30,700,850,20,-,---,---,5.5,7.5,very bright,very bright,"medium, organic"
Xanthosoma sagittifolium,20,28,1000,2000,-,-,---,---,5.5,7,very bright,clear skies,"medium, organic"
Zea mays,18,33,600,1200,-,-,---,---,5,7,very bright,very bright,
Zingiber officinale,19,29,1400,3000,-,-,---,---,6,7,very bright,clear skies,"medium, organic"
Amaranthus caudatus,21,28,800,2300,-,-,---,---,5.5,7.5,very bright,very bright,"light, organic"
Amaranthus dubius,22,30,2100,2400,-,-,---,---,6,7.5,very bright,very bright,"heavy, medium, light, organic"
Amaranthus lividus,21,27,1200,1500,-,-,---,---,5.5,7,very bright,very bright,"heavy, medium, light, organic"
Amaranthus tricolor,22,30,1200,1500,-,-,---,---,5.5,7.5,very bright,very bright,"heavy, medium, light, organic"
Anethum graveolens,15,18,800,1200,20,-,---,---,6,7,clear skies,clear skies,medium
Annona cherimola,17,25,800,1200,-,-,---,---,6,7.5,very bright,clear skies,"medium, light"
Annona diversifolia,20,26,1000,1400,10,-,---,---,7,8,light shade,very bright,medium
Annona purpurea,22,30,1000,3000,-,-,---,---,5.5,6.5,clear skies,very bright,"medium, light"
Antidesma bunius,23,27,1500,3000,-,-,---,---,6,7,light shade,cloudy skies,medium
Arachis hypogaea,22,32,600,1500,-,-,---,---,5.5,6.5,very bright,very bright,medium
Blighia sapida,24,27,2000,4000,5,-,---,---,5.5,6.5,clear skies,clear skies,"heavy, medium, light, organic"
Brassica oleracea var. gongyloides,12,18,900,1300,-,-,---,---,6,6.5,very bright,very bright,medium
Canavalia gladiata,15,30,800,1800,20,-,---,---,5,6,very bright,clear skies,"heavy, medium, light, organic"
Canna edulis,20,30,1200,1700,-,-,---,---,5.5,6.5,very bright,cloudy skies,medium
Carya illinoensis,15,35,600,1200,25,20,---,---,5.5,7,very bright,very bright,"medium, light"
Castanea sativa,15,25,900,1300,30,30,---,---,5,6,very bright,very bright,"medium, light"
Castanospermum australe,20,32,1600,3200,12.5,12.5,---,---,5,6,very bright,clear skies,medium
Citrus aurantifolia,26,32,2200,2700,10,-,---,---,6,6.5,very bright,very bright,"medium, light"
Corylus avellana,10,24,900,1100,40,40,---,---,6,6.5,very bright,very bright,medium
Diospyros digyna,20,27,1200,1600,-,-,---,---,6,7,very bright,clear skies,medium
Syzygium javanicum,23,28,1500,2300,-,-,---,---,6,7.5,very bright,clear skies,"heavy, medium"
Fagopyrum esculentum,17,27,700,1000,-,-,---,---,5,6.5,very bright,clear skies,"medium, light"
Flacourtia indica,22,40,750,1400,-,-,---,---,5.5,6.5,very bright,clear skies,"heavy, medium, light"
Fortunella margarita,26,37,1100,1500,20,20,---,---,6.5,7.5,very bright,clear skies,medium
Fragaria vesca,12,20,700,1500,-,36,---,---,5,6,clear skies,cloudy skies,"heavy, medium"
Garcinia dulcis,22,30,1500,3000,-,-,---,---,7,7.5,clear skies,cloudy skies,"heavy, medium"
Bactris gasipaes,18,28,2000,4000,17,16,---,---,5,6.5,very bright,clear skies,"heavy, medium"
Juglans regia,15,30,800,1700,30,30,---,---,5.5,6.5,very bright,very bright,medium
Lansium domesticum,20,35,1400,2200,-,-,---,---,6,6.5,very bright,light shade,"medium, organic"
Manilkara achras,20,34,1000,1500,10,-,---,---,6,7,clear skies,cloudy skies,medium
Maranta arundinacea,23,29,1500,2000,-,-,---,---,5.5,6.5,cloudy skies,light shade,medium
Melissa officinalis,14,25,800,1000,25,20,---,---,5,6,very bright,very bright,medium
Monochoria hastata,25,35,1500,2000,-,-,---,---,5,6.5,very bright,clear skies,heavy
Moringa oleifera,20,35,700,2200,10,10,---,---,5.5,7,very bright,clear skies,"medium, light"
Morus nigra,15,25,700,1500,20,-,---,---,5.5,7,very bright,very bright,medium
Mucuna pruriens var utilis,20,30,1200,1500,-,-,---,---,5,6.5,clear skies,very bright,"medium, light"
Nasturtium schlechteri,15,28,700,1200,-,-,---,---,5,6.5,very bright,clear skies,medium
Nelumbo nucifera,25,30,2000,2800,-,-,---,---,6,6.5,very bright,clear skies,"heavy, medium"
Nephelium mutabile,26,32,2000,3000,-,-,---,---,5,5.8,clear skies,cloudy skies,medium
Ocimum americanum,22,30,700,2000,-,-,---,---,6,7,very bright,clear skies,"heavy, medium, light"
Oenanthe javanica,10,30,2000,3000,-,-,---,---,5.5,6.5,very bright,very bright,"heavy, medium, light"
Origanum majorana,20,26,800,1000,-,-,---,---,5.5,7,very bright,very bright,medium
Origanum vulgare,17,28,700,1300,-,-,---,---,5.5,7,very bright,very bright,light
Oxalis tuberosa,12,24,800,1300,-,-,---,---,6,7,very bright,clear skies,"medium, light"
Parinari nonda,26,37,1100,1600,6,6,---,---,5.5,7,very bright,clear skies,light
Passiflora ligularis,22,26,1000,1200,-,-,---,---,6,7,clear skies,cloudy skies,"heavy, medium, light"
Pistacia vera,25,35,400,700,25,25,---,---,7,8,very bright,very bright,"medium, light"
Polyscias verticillata,22,34,1200,2000,-,-,---,---,5.5,7,very bright,clear skies,"medium, light"
Pouteria campechiana,20,26,1200,2000,-,-,---,---,6,7.5,very bright,clear skies,"heavy, medium, light"
Prunus amygdalus,12,35,600,900,-,-,---,---,6.5,7,very bright,very bright,medium
Prunus armeniaca,14,35,900,1300,-,-,---,---,6.5,7,very bright,very bright,medium
Rungia klossii,12,17,800,1200,-,-,---,---,5.5,6.2,very bright,very bright,medium
Salvia officinalis,15,26,500,1000,30,20,---,---,5,6.5,very bright,very bright,medium
Sambucus nigra,12,22,500,12000,10,-,---,---,6,7.5,cloudy skies,clear skies,"medium, organic"
Sterculia foetida,18,32,1100,1800,-,-,---,---,6,7.5,very bright,very bright,"heavy, medium"
Talinum triangulare,22,30,1000,2000,-,-,---,---,5,6.5,very bright,very bright,"heavy, medium, light, organic"
Thymus vulgaris,16,25,700,1500,30,20,---,---,5.5,6.5,very bright,very bright,medium
Tragopogon porrifolius,13,19,600,900,40,35,---,---,6.5,7.5,clear skies,cloudy skies,"medium, organic"
Tropaeolum tuberosum,12,20,1000,1200,-,-,---,---,6,7,clear skies,cloudy skies,"heavy, medium, light, organic"
Ximenia americana,14,30,400,1250,-,-,---,---,5,7,cloudy skies,clear skies,"heavy, medium, light, wide, organic"
Rheum rhaponticum,15,24,800,1300,40,-,---,---,6,7,clear skies,clear skies,"medium, organic"
Eugenia aromatica,24,34,1500,3600,-,-,---,---,5,6,very bright,light shade,"medium, organic"
Annona cherimola x Annona squamosa,24,28,2000,3000,-,-,---,---,5.5,6.5,very bright,very bright,"medium, light"
Pangium edule,22,28,2000,5000,-,-,---,---,5.5,6.5,light shade,cloudy skies,"medium, light"
Brosimum alicastrum,18,25,600,4000,10,10,---,---,-,-,very bright,very bright,medium
Beta vulgaris var. cicla,15,25,800,800,30,10,---,---,6,6.5,very bright,clear skies,medium
Luffa cylindrica,23,27,1200,2000,10,-,---,---,5.5,6.5,clear skies,clear skies,"medium, organic"
Cicer arietinum,15,29,600,1000,-,-,---,---,6,8.5,very bright,very bright,"heavy, medium"
Musa sp.,22,32,2400,2700,-,-,---,---,5,7,very bright,very bright,"medium, organic"
Alocasia macrorrhizos,20,25,2500,3500,-,-,---,---,5.7,6.3,cloudy skies,cloudy skies,medium
Eleocharis dulcis,23,29,1600,2000,-,-,---,---,6.9,7.3,very bright,very bright,heavy
Bruguiera gymnorrhiza,20,26,1500,6000,5,-,---,---,7,8,very bright,clear skies,"heavy, medium"
Avicennia officinalis,25,34,1000,3000,10,10,---,---,6.5,7,very bright,clear skies,heavy
Musa balbisiana,23,28,1300,3000,-,-,---,---,5.5,7,very bright,clear skies,"medium, light"
Coffea excelsa,13,26,1500,2400,10,10,---,---,4.5,6.5,clear skies,cloudy skies,medium
Chenopodium quinoa,14,18,500,1000,-,-,---,---,5.5,8,very bright,clear skies,"heavy, medium, light"
Carthamus tinctorius,20,32,600,1000,-,-,---,---,6.5,7.5,very bright,very bright,"medium, light"
Phaseolus acutifolius,20,30,600,1000,25,-,---,---,6,7,very bright,very bright,"medium, light"
Lupinus angustifolius,12,18,400,1000,-,-,---,---,5.5,7,very bright,cloudy skies,"medium, light"
Vigna aconitifolia,24,32,500,900,5,-,---,---,6.5,7.5,very bright,very bright,light
Phaseolus polyanthus,14,24,1400,2200,-,-,---,---,6.2,6.5,very bright,clear skies,"medium, organic"
Indigofera hirsuta,22,30,900,1700,-,-,---,---,5.5,6.5,clear skies,cloudy skies,medium
